NOTATION,INSP_AREA,STREET_NO,STREET_NAME,DATA_STATUS,COMP_TYPE,STREET_DIRECTION,ADDRESS,SUB_TYPE,APPROVED,X_COORD,Y_COORD,PARCEL,Neighborhood
CONDEMNATION,780,1746,CARRAHEN AV                     ,ORDERS  ,CBHCODE ,  ,1746 CARRAHEN AV,VACANT  ,N,1412031,436766,'011900020475      ,2
KEEP THE BUILDING VACANT,780,1922,DALEWOOD PL                     ,ORDERS  ,CBHCODE ,  ,1922 DALEWOOD PL,VACANT  ,N,1412540,434454,'011900020149      ,2
KEEP THE BUILDING VACANT,780,1936,DALEWOOD PL                     ,FINLNOTC,CBHCODE ,  ,1936 DALEWOOD PL,VACANT  ,N,1412680,434448,'011900020146      ,2
KEEP THE BUILDING VACANT,790,1132,FENMORE DR                      ,CIVIL1  ,CBHCODE ,  ,1132 FENMORE DR,VACANT  ,N,1407834,436021,'011700040161      ,2
VACATE THE BUILDING,780,5211,GRAFTON AV                      ,ORDERS  ,CBHCODE ,  ,5211 GRAFTON AV,VACANT  ,N,1412416,435462,'01190A020140      ,2
KEEP THE BUILDING VACANT,780,5222,GRAFTON AV                      ,PREPROS ,CBHCODE ,  ,5222 GRAFTON AV,VACANT  ,N,1412576,435568,'01190A020096      ,2
KEEP THE BUILDING VACANT,790,1107,LAIDLAW AV                      ,ORDERS  ,CBHCODE ,  ,1107 LAIDLAW AV,VACANT  ,N,1407264,435121,'011800010061      ,2
KEEP THE BUILDING VACANT,790,1107,LAIDLAW AV                      ,PREPROS ,CBHCODE ,  ,1107 LAIDLAW AV,VACANT  ,N,1407264,435121,'011800010061      ,2
CONDEMNATION,790,1425,LAIDLAW AV                      ,CIVIL1  ,CBHCODE ,  ,1425 LAIDLAW AV,VACANT  ,N,1409335,434963,'011700060064      ,2
KEEP THE BUILDING VACANT,780,4762,READING RD                      ,ORDERS  ,CBHCODE ,  ,4762 READING RD,VACANT  ,N,1410730,432897,'013100070143      ,2
KEEP THE BUILDING VACANT,780,4894,READING RD                      ,PREPROS ,CBHCODE ,  ,4894 READING RD,VACANT  ,N,1411062,434291,'011900020485      ,2
KEEP THE BUILDING VACANT,780,4894,READING RD                      ,ORDERS  ,CBHCODE ,  ,4894 READING RD,VACANT  ,N,1411062,434291,'011900020485      ,2
CONDEMNATION,780,4900,READING RD                      ,ORDERS  ,CBHCODEC,  ,4900 READING RD,VACANT  ,N,1411114,434364,'011900020426      ,2
KEEP THE BUILDING VACANT,780,5220,READING RD                      ,ORDERS  ,CBHCODE ,  ,5220 READING RD,VACANT  ,N,1411433,435868,'011900020424      ,2
KEEP THE BUILDING VACANT,780,7008,READING RD                      ,ORDERS  ,CBHCODE ,  ,7008 READING RD,VACANT  ,N,1412050,438224,'011700030126      ,2
KEEP THE BUILDING VACANT,790,1209,REGENT AV                       ,CIVIL2  ,CBHCODE ,  ,1209 REGENT AV,VACANT  ,N,1408049,434749,'013100060169      ,2
KEEP THE BUILDING VACANT,790,1236,REGENT AV                       ,ORDERS  ,CBHCODE ,  ,1236 REGENT AV,VACANT  ,N,1408398,434871,'013100060144      ,2
KEEP THE BUILDING VACANT,790,1307,REGENT AV                       ,FINLNOTC,CBHCODE ,  ,1307 REGENT AV,VACANT  ,N,1408583,434711,'013100060066      ,2
KEEP THE BUILDING VACANT,790,1309,REGENT AV                       ,FINLNOTC,CBHCODE ,  ,1309 REGENT AV,VACANT  ,N,1408600,434709,'013100060065      ,2
CONDEMNATION,790,1314,REGENT AV                       ,ORDERS  ,CBHCODE ,  ,1314 REGENT AV,VACANT  ,N,1408697,434842,'013100060050      ,2
KEEP THE BUILDING VACANT,790,1323,REGENT AV                       ,FINLNOTC,CBHCODE ,  ,1323 REGENT AV,VACANT  ,N,1408789,434705,'013100060060      ,2
CONDEMNATION,780,5207,RHODE ISLAND AV                 ,HAZARD  ,CBHCODE ,  ,5207 RHODE ISLAND AV,VACANT  ,N,1412903,432151,'011900010027      ,2
KEEP THE BUILDING VACANT,790,1317,RYLAND AV                       ,ORDERS  ,CBHCODE ,  ,1317 RYLAND AV,VACANT  ,N,1408731,435284,'013100060008      ,2
CONDEMNATION,790,1411,RYLAND AV                       ,CIVIL1  ,CBHCODE ,  ,1411 RYLAND AV,VACANT  ,N,1409211,435257,'011700060050      ,2
CONDEMNATION,790,1411,RYLAND AV                       ,HAZARD  ,CBHCODE ,  ,1411 RYLAND AV,VACANT  ,N,1409211,435257,'011700060051      ,2
KEEP THE BUILDING VACANT,790,1035,TOWANDA TER                     ,ORDERS  ,CBHCODE ,  ,1035 TOWANDA TER,VACANT  ,N,1407104,437968,'011600010108      ,2
KEEP THE BUILDING VACANT,790,1302,YARMOUTH AV                     ,ORDERS  ,CBHCODE ,  ,1302 YARMOUTH AV,VACANT  ,N,1408431,433736,'013100040053      ,2
CONDEMNATION,790,1329,YARMOUTH AV                     ,FINLNOTC,CBHCODE ,  ,1329 YARMOUTH AV,VACANT  ,N,1408717,433549,'013100040058      ,2
KEEP THE BUILDING VACANT,540,5784,PANAMA ST                       ,CIVIL1  ,CBHCODE ,  ,5784 PANAMA ST,VACANT  ,N,1420517,394304,'000900010059      ,3
CONDEMNATION,310,1333,ARLINGTON ST                    ,CRIMINAL,CBHCODEC,  ,1333 ARLINGTON ST,VACANT  ,N,1389962,423641,'019000290173      ,4
KEEP THE BUILDING VACANT,310,1373,AVON PL                         ,PREPROS ,CBHCODE ,  ,1373 AVON PL,VACANT  ,N,1389646,420901,'018800160032      ,4
KEEP THE BUILDING VACANT,310,1258,BATES AV                        ,PREPROS ,CBHCODE ,  ,1258 BATES AV,VACANT  ,N,1390476,422216,'018900240011      ,4
CONDEMNATION,310,2745,COLERAIN AV                     ,HAZARD  ,CBHCODEC,  ,2745 COLERAIN AV,VACANT  ,N,1391153,418867,'018700120166      ,4
KEEP THE BUILDING VACANT,310,2815,COLERAIN AV                     ,PREPROS ,CBHCODE ,  ,2815 COLERAIN AV,VACANT  ,N,1391052,419098,'018700120111      ,4
KEEP THE BUILDING VACANT ,310,2860,COLERAIN AV                     ,CRIMINAL,CBHCODEC,  ,2860 COLERAIN AV,VACANT  ,N,1391023,419615,'018900200068      ,4
CONDEMNATION,310,2860,COLERAIN AV                     ,HAZARD  ,CBHCODEC,  ,2860 COLERAIN AV,VACANT  ,N,1391023,419615,'018900200068      ,4
CONDEMNATION,310,2900,COLERAIN AV                     ,PREPROS ,CBHCODEC,  ,2900 COLERAIN AV,VACANT  ,N,1390959,419860,'018900200155      ,4
KEEP THE BUILDING VACANT,310,2908,COLERAIN AV                     ,CIVIL2  ,CBHCODE ,  ,2908 COLERAIN AV,VACANT  ,N,1390935,419922,'018900200157      ,4
CONDEMNATION,310,2926,COLERAIN AV                     ,HAZARD  ,CBHCODE ,  ,2926 COLERAIN AV,VACANT  ,N,1390865,420099,'018900200163      ,4
CONDEMNATION,310,3079,COLERAIN AV                     ,ORDERS  ,CBHCODE ,  ,3079 COLERAIN AV,VACANT  ,N,1390378,421531,'018800170103      ,4
CONDEMNATION,310,3079,COLERAIN AV                     ,CIVIL1  ,CBHCODE ,  ,3079 COLERAIN AV,VACANT  ,N,1390378,421531,'018800170103      ,4
CONDEMNATION,310,3095,COLERAIN AV                     ,PREPROS ,CBHCODEC,  ,3095 COLERAIN AV,VACANT  ,N,1390370,421682,'018800170096      ,4
CONDEMNATION,310,3108,COLERAIN AV                     ,CIVIL1  ,CBHCODE ,  ,3108 COLERAIN AV,VACANT  ,N,1390461,421816,'018900230003      ,4
KEEP THE BUILDING VACANT,310,3206,COLERAIN AV                     ,PREPROS ,CBHCODE ,  ,3206 COLERAIN AV,VACANT  ,N,1390391,422270,'018900240007      ,4
CONDEMNATION,310,3235,COLERAIN AV                     ,CIVIL1  ,CBHCODEC,  ,3235 COLERAIN AV,VACANT  ,N,1390270,422580,'019000280031      ,4
KEEP THE BUILDING VACANT,310,2607,COOK ST                         ,PREPROS ,CBHCODE ,  ,2607 COOK ST,VACANT  ,N,1391093,417739,'018700110056      ,4
CONDEMNATION,310,2619,COOK ST                         ,PREPROS ,CBHCODEC,  ,2619 COOK ST,VACANT  ,N,1391011,417868,'018700110051      ,4
CONDEMNATION,310,2910,HENSHAW AV                      ,HAZARD  ,CBHCODE ,  ,2910 HENSHAW AV,VACANT  ,N,1391143,419967,'018900200181      ,4
KEEP THE BUILDING VACANT,310,3063,HENSHAW AV                      ,PREPROS ,CBHCODE ,  ,3063 HENSHAW AV,VACANT  ,N,1390633,421671,'018900230021      ,4
KEEP THE BUILDING VACANT,310,1050,MARSHALL AV                     ,FINLNOTC,CBHCODE ,  ,1050 MARSHALL AV,VACANT  ,N,1391607,418933,'018900200037      ,4
KEEP THE BUILDING VACANT,310,3079,MASSACHUSETTS AV                ,CRIMINAL,CBHCODE ,  ,3079 MASSACHUSETTS AV,VACANT  ,N,1391165,421793,'018900230069      ,4
CONDEMNATION,310,2917,SIDNEY AV                       ,ORDERS  ,CBHCODE ,  ,2917 SIDNEY AV,VACANT  ,N,1391253,420059,'018900200198      ,4
KEEP THE BUILDING VACANT ,310,2994,SPRING GROVE AV                 ,PREPROS ,CBHCODEC,  ,2994 SPRING GROVE AV,VACANT  ,N,1389567,420641,'018800140003      ,4
CONDEMNATION,310,3401,SPRING GROVE AV                 ,HAZARD  ,CBHCODE ,  ,3401 SPRING GROVE AV,VACANT  ,N,1389472,423516,'019000290067      ,4
CONDEMNATION,750,120,65TH ST                         ,PREPROS ,CBHCODE ,W ,120 W 65TH ST,VACANT  ,N,1405178,439907,'024100020082      ,5
CONDEMNATION,750,126,65TH ST                         ,ORDERS  ,CBHCODE ,W ,126 W 65TH ST,VACANT  ,N,1405108,439968,'024100020079      ,5
KEEP THE BUILDING VACANT,750,133,66TH ST                         ,ORDERS  ,CBHCODE ,W ,133 W 66TH ST,VACANT  ,N,1405139,440148,'024100020063      ,5
KEEP THE BUILDING VACANT,750,127,69TH ST                         ,CIVIL2  ,CBHCODE ,W ,127 W 69TH ST,VACANT  ,N,1406165,440909,'024100010115      ,5
CONDEMNATION,750,213,69TH ST                         ,HAZARD  ,CBHCODE ,W ,213 W 69TH ST,VACANT  ,N,1405952,441075,'024100010107      ,5
KEEP THE BUILDING VACANT,750,6637,LEBANON ST                      ,ORDERS  ,CBHCODE ,  ,6637 LEBANON ST,VACANT  ,N,1406510,439750,'024100040057      ,5
KEEP THE BUILDING VACANT,750,150,NORTH BEND RD                   ,FINLNOTC,CBHCODE ,W ,150 W NORTH BEND RD,VACANT  ,N,1407311,442644,'024200050066      ,5
CONDEMNATION,750,6414,ROSEWOOD ST                     ,HAZARD  ,CBHCODE ,  ,6414 ROSEWOOD ST,VACANT  ,N,1404878,439996,'024100020138      ,5
KEEP THE BUILDING VACANT,750,6510,ROSEWOOD ST                     ,CRIMPREP,CBHCODE ,  ,6510 ROSEWOOD ST,VACANT  ,N,1405033,440201,'024100020068      ,5
KEEP THE BUILDING VACANT,750,7126,ROSEWOOD ST                     ,ORDERS  ,CBHCODE ,  ,7126 ROSEWOOD ST,VACANT  ,N,1406390,442006,'023900020012      ,5
CONDEMNATION,950,939,SEYMOUR AV                      ,PREPROS ,CBHCODE ,W ,939 W SEYMOUR AV,VACANT  ,N,1402923,442369,'023800050010      ,5
CONDEMNATION,750,7121,VAN KIRK AV                     ,ORDERS  ,CBHCODE ,  ,7121 VAN KIRK AV,VACANT  ,N,1406643,441987,'023900020137      ,5
CONDEMNATION,750,7125,VAN KIRK AV                     ,ORDERS  ,CBHCODE ,  ,7125 VAN KIRK AV,VACANT  ,N,1406660,442037,'023900020136      ,5
KEEP THE BUILDING VACANT,750,6609,VINE ST                         ,PREPROS ,CBHCODE ,  ,6609 VINE ST,VACANT  ,N,1406048,439730,'024100020216      ,5
CONDEMNATION,750,6616,VINE ST                         ,FINLNOTC,CBHCODEC,  ,6616 VINE ST,VACANT  ,N,1406164,439640,'024100040019      ,5
KEEP THE BUILDING VACANT ,90,118,6TH ST                          ,ORDERS  ,CBHCODEC,W ,118 W 6TH ST,VACANT  ,N,1396544,407864,'014500020299      ,11
HISTORIC -DANGEROUS & UNSAFE,90,23,COURT ST                        ,CIVIL1  ,CBHCODEC,W ,23 W COURT ST,VACANT  ,N,1396720,409215,'007600020151      ,11
KEEP THE BUILDING VACANT,90,1010,ELM ST                          ,PREPROS ,CBHCODE ,  ,1010 ELM ST,VACANT  ,N,1396078,409288,'007600010369      ,11
KEEP THE BUILDING VACANT,80,625,MAIN ST                         ,CRIMINAL,CBHCODE ,  ,625 MAIN ST,VACANT  ,N,1398007,408290,'007800010093      ,11
HISTORIC -DANGEROUS & UNSAFE,80,625,MAIN ST                         ,CRIMINAL,CBHCODE ,  ,625 MAIN ST,VACANT  ,N,1398007,408290,'007800010093      ,11
KEEP THE BUILDING VACANT,80,707,MAIN ST                         ,ORDERS  ,CBHCODE ,  ,707 MAIN ST,VACANT  ,N,1397990,408596,'007900010023      ,11
KEEP THE BUILDING VACANT,880,680,BERKSHIRE LN                    ,CRIMINAL,CBHCODE ,  ,680 BERKSHIRE LN,VACANT  ,N,1392506,424005,'021500690067      ,6
CONDEMNATION,340,3261,BISHOP ST                       ,ORDERS  ,CBHCODE ,  ,3261 BISHOP ST,VACANT  ,N,1397426,421686,'010300020111      ,6
CONDEMNATION,870,3977,CLIFTON AV                      ,PREPROS ,CBHCODE ,  ,3977 CLIFTON AV,VACANT  ,N,1397097,428090,'021800580080      ,6
CONDEMNATION,870,4027,CLIFTON AV                      ,ORDERS  ,CBHCODE ,  ,4027 CLIFTON AV,VACANT  ,N,1397120,428410,'021800590066      ,6
KEEP THE BUILDING VACANT,340,3226,GLENDORA AV                     ,CRIMPREP,CBHCODE ,  ,3226 GLENDORA AV,VACANT  ,N,1398392,421187,'010300010074      ,6
KEEP THE BUILDING VACANT,860,26,JUERGENS AV                     ,CIVIL1  ,CBHCODE ,  ,26 JUERGENS AV,VACANT  ,N,1398270,425809,'021700530029      ,6
KEEP THE BUILDING VACANT,860,93,JUERGENS AV                     ,ORDERS  ,CBHCODE ,  ,93 JUERGENS AV,VACANT  ,N,1397622,425805,'021700530035      ,6
CONDEMNATION,850,3409,MARMET AV                       ,ORDERS  ,CBHCODE ,  ,3409 MARMET AV,VACANT  ,N,1398019,422688,'021600420061      ,6
KEEP THE BUILDING VACANT,880,704,MARTIN LUTHER KING JR DR        ,CIVIL1  ,CBHCODE ,W ,704 W MARTIN LUTHER KING JR DR,VACANT  ,N,1392900,421618,'009900010064      ,6
KEEP THE BUILDING VACANT,880,710,MARTIN LUTHER KING JR DR        ,FINLNOTC,CBHCODE ,W ,710 W MARTIN LUTHER KING JR DR,VACANT  ,N,1392810,421638,'009900010042      ,6
CONDEMNATION,860,3543,VINECREST PL                    ,HAZARD  ,CBHCODE ,  ,3543 VINECREST PL,VACANT  ,N,1397569,424365,'021700520032      ,6
KEEP THE BUILDING VACANT,960,1086,ADDICE WY                       ,ORDERS  ,CBHCODE ,  ,1086 ADDICE WY,VACANT  ,N,1392090,443780,'023600010116      ,8
KEEP THE BUILDING VACANT,980,1437,AMBROSE AV                      ,ORDERS  ,CBHCODE ,  ,1437 AMBROSE AV,VACANT  ,N,1389438,443809,'023300030033      ,8
KEEP THE BUILDING VACANT,980,1532,AMBROSE AV                      ,FINLNOTC,CBHCODE ,  ,1532 AMBROSE AV,VACANT  ,N,1388750,444045,'023300030082      ,8
KEEP THE BUILDING VACANT,980,1549,AMBROSE AV                      ,ORDERS  ,CBHCODE ,  ,1549 AMBROSE AV,VACANT  ,N,1388655,443954,'023300030020      ,8
CONDEMNATION,960,5766,ARGUS RD                        ,CRIMPREP,CBHCODE ,  ,5766 ARGUS RD,VACANT  ,N,1391744,441949,'023600020193      ,8
KEEP THE BUILDING VACANT,970,5915,ARGUS RD                        ,ORDERS  ,CBHCODE ,  ,5915 ARGUS RD,VACANT  ,N,1391715,442966,'023500030107      ,8
KEEP THE BUILDING VACANT,970,5915,ARGUS RD                        ,CRIMINAL,CBHCODE ,  ,5915 ARGUS RD,VACANT  ,N,1391715,442966,'023500030107      ,8
KEEP THE BUILDING VACANT,960,6114,ARGUS RD                        ,CIVIL1  ,CBHCODE ,  ,6114 ARGUS RD,VACANT  ,N,1391972,443892,'023600010109      ,8
VACATE THE BUILDING,960,6114,ARGUS RD                        ,ORDERS  ,CBHCODE ,  ,6114 ARGUS RD,VACANT  ,N,1391973,443892,'023600010109      ,8
KEEP THE BUILDING VACANT,960,6114,ARGUS RD                        ,ORDERS  ,CBHCODE ,  ,6114 ARGUS RD,VACANT  ,N,1391973,443892,'023600010109      ,8
CONDEMNATION,960,1438,ASTER PL                        ,ORDERS  ,CBHCODE ,  ,1438 ASTER PL,VACANT  ,N,1389499,440659,'023400040074      ,8
KEEP THE BUILDING VACANT,970,1133,ATWOOD AV                       ,PREPROS ,CBHCODE ,  ,1133 ATWOOD AV,VACANT  ,N,1391387,443045,'023500030097      ,8
CONDEMNATION,970,1183,ATWOOD AV                       ,CIVIL2  ,CBHCODE ,  ,1183 ATWOOD AV,VACANT  ,N,1390587,443161,'023500030082      ,8
VACATE THE BUILDING,970,1183,ATWOOD AV                       ,CIVIL2  ,CBHCODE ,  ,1183 ATWOOD AV,VACANT  ,N,1390587,443161,'023500030082      ,8
CONDEMNATION,1010,5509,BELMONT AV                      ,ORDERS  ,CBHCODE ,  ,5509 BELMONT AV,VACANT  ,N,1388286,440256,'023400030011      ,8
CONDEMNATION,980,6012,BELMONT AV                      ,ORDERS  ,CBHCODE ,  ,6012 BELMONT AV,VACANT  ,N,1384850,443541,'022800020136      ,8
KEEP THE BUILDING VACANT,1320,1282,BRUSHWOOD AV                    ,FINLNOTC,CBHCODE ,  ,1282 BRUSHWOOD AV,VACANT  ,N,1391482,448874,'024700050217      ,8
KEEP THE BUILDING VACANT,1320,1282,BRUSHWOOD AV                    ,ORDERS  ,CBHCODE ,  ,1282 BRUSHWOOD AV,VACANT  ,N,1391482,448874,'024700050217      ,8
KEEP THE BUILDING VACANT,1320,1285,BRUSHWOOD AV                    ,ORDERS  ,CBHCODE ,  ,1285 BRUSHWOOD AV,VACANT  ,N,1391353,448730,'024700050254      ,8
CONDEMNATION,980,6013,CARY AV                         ,HAZARD  ,CBHCODE ,  ,6013 CARY AV,VACANT  ,N,1387363,443869,'023300010019      ,8
KEEP THE BUILDING VACANT,970,1310,CEDAR AV                        ,HAZARD  ,CBHCODE ,  ,1310 CEDAR AV,VACANT  ,N,1390059,443009,'023500020021      ,8
KEEP THE BUILDING VACANT,970,1317,CEDAR AV                        ,ORDERS  ,CBHCODE ,  ,1317 CEDAR AV,VACANT  ,N,1389934,442867,'023500020025      ,8
KEEP THE BUILDING VACANT,980,1401,CEDAR AV                        ,FINLNOTC,CBHCODE ,  ,1401 CEDAR AV,VACANT  ,N,1389784,442923,'023300040104      ,8
KEEP THE BUILDING VACANT,980,1510,CEDAR AV                        ,CIVIL2  ,CBHCODE ,  ,1510 CEDAR AV,VACANT  ,N,1388977,443179,'023300040021      ,8
KEEP THE BUILDING VACANT,980,1626,CEDAR AV                        ,PREPROS ,CBHCODE ,  ,1626 CEDAR AV,VACANT  ,N,1388221,443279,'023300020098      ,8
CONDEMNATION,960,1086,ELDA LN                         ,FINLNOTC,CBHCODE ,  ,1086 ELDA LN,VACANT  ,N,1392057,443507,'023600010181      ,8
KEEP THE BUILDING VACANT,960,1090,ELDA LN                         ,ORDERS  ,CBHCODE ,  ,1090 ELDA LN,VACANT  ,N,1392010,443519,'023600010180      ,8
VACATE THE BUILDING,970,6142,FAIRCREST DR                    ,ORDERS  ,CBHCODE ,  ,6142 FAIRCREST DR,VACANT  ,N,1390912,444201,'023600010144      ,8
KEEP THE BUILDING VACANT,970,6142,FAIRCREST DR                    ,FINLNOTC,CBHCODE ,  ,6142 FAIRCREST DR,VACANT  ,N,1390912,444201,'023600010144      ,8
KEEP THE BUILDING VACANT,970,6142,FAIRCREST DR                    ,ORDERS  ,CBHCODE ,  ,6142 FAIRCREST DR,VACANT  ,N,1390912,444201,'023600010144      ,8
KEEP THE BUILDING VACANT,1320,1215,GALBRAITH RD                    ,CRIMINAL,CBHCODE ,W ,1215 W GALBRAITH RD,VACANT  ,N,1392811,449310,'024700050068      ,8
KEEP THE BUILDING VACANT,1010,5631,GLENVIEW AV                     ,ORDERS  ,CBHCODE ,  ,5631 GLENVIEW AV,VACANT  ,N,1386026,441255,'022800050040      ,8
KEEP THE BUILDING VACANT,970,1150,GROESBECK RD                    ,CRIMINAL,CBHCODE ,  ,1150 GROESBECK RD,VACANT  ,N,1391033,441481,'023600020049      ,8
CONDEMNATION,970,1150,GROESBECK RD                    ,FINLNOTC,CBHCODE ,  ,1150 GROESBECK RD,VACANT  ,N,1391033,441481,'023600020049      ,8
KEEP THE BUILDING VACANT,970,1136,HOMESIDE AV                     ,FINLNOTC,CBHCODE ,  ,1136 HOMESIDE AV,VACANT  ,N,1391387,443524,'023500030019      ,8
KEEP THE BUILDING VACANT,970,1165,HOMESIDE AV                     ,CRIMPREP,CBHCODE ,  ,1165 HOMESIDE AV,VACANT  ,N,1390987,443454,'023500030042      ,8
KEEP THE BUILDING VACANT,970,5721,KENNETH AV                      ,ORDERS  ,CBHCODE ,  ,5721 KENNETH AV,VACANT  ,N,1390312,441964,'023600020097      ,8
KEEP THE BUILDING VACANT,1010,4736,KIRBY AV                        ,ORDERS  ,CBHCODE ,  ,4736 KIRBY AV,VACANT  ,N,1386842,435440,'020000460171      ,8
CONDEMNATION,980,5719,LANTANA AV                      ,HAZARD  ,CBHCODE ,  ,5719 LANTANA AV,VACANT  ,N,1389652,442064,'023400020051      ,8
CONDEMNATION,970,5758,LANTANA AV                      ,CIVIL1  ,CBHCODE ,  ,5758 LANTANA AV,VACANT  ,N,1389860,442359,'023400020031      ,8
KEEP THE BUILDING VACANT,980,5923,LANTANA AV                      ,ORDERS  ,CBHCODE ,  ,5923 LANTANA AV,VACANT  ,N,1389796,443291,'023300040052      ,8
CONDEMNATION,980,1409,MARLOWE AV                      ,ORDERS  ,CBHCODE ,  ,1409 MARLOWE AV,VACANT  ,N,1389809,443402,'023300040048      ,8
KEEP THE BUILDING VACANT,980,5723,NAHANT AV                       ,ORDERS  ,CBHCODE ,  ,5723 NAHANT AV,VACANT  ,N,1387238,441960,'023400010139      ,8
CONDEMNATION,980,1749,NORTH BEND RD                   ,CRIMINAL,CBHCODE ,W ,1749 W NORTH BEND RD,VACANT  ,N,1387009,444768,'022900020081      ,8
KEEP THE BUILDING VACANT,980,1624,PASADENA AV                     ,ORDERS  ,CBHCODE ,  ,1624 PASADENA AV,VACANT  ,N,1388359,440766,'023400030051      ,8
CONDEMNATION,980,1626,PASADENA AV                     ,ORDERS  ,CBHCODE ,  ,1626 PASADENA AV,VACANT  ,N,1388300,440770,'023400030053      ,8
CONDEMNATION,980,1634,PASADENA AV                     ,HAZARD  ,CBHCODE ,  ,1634 PASADENA AV,VACANT  ,N,1388232,440750,'023400030038      ,8
CONDEMNATION,960,6037,WALDWAY LN                      ,PREPROS ,CBHCODE ,  ,6037 WALDWAY LN,VACANT  ,N,1393179,443582,'023700010291      ,8
KEEP THE BUILDING VACANT,970,1119,WILMONT CT                      ,FINLNOTC,CBHCODE ,  ,1119 WILMONT CT,VACANT  ,N,1391722,444026,'023600010075      ,8
KEEP THE BUILDING VACANT,970,1119,WILMONT CT                      ,ORDERS  ,CBHCODE ,  ,1119 WILMONT CT,VACANT  ,N,1391722,444026,'023600010075      ,8
KEEP THE BUILDING VACANT,970,1562,WITTLOU AV                      ,PREPROS ,CBHCODE ,  ,1562 WITTLOU AV,VACANT  ,N,1388657,445270,'024700020048      ,8
CONDEMNATION,580,536,DELTA AV                        ,FINLNOTC,CBHCODE ,  ,536 DELTA AV,VACANT  ,N,1419009,413870,'002600010005      ,9
KEEP THE BUILDING VACANT,530,3826,EASTERN AV                      ,ORDERS  ,CBHCODE ,  ,3826 EASTERN AV,VACANT  ,N,1419510,410628,'002700030121      ,9
CONDEMNATION,590,4115,EASTERN AV                      ,PREPROS ,CBHCODE ,  ,4115 EASTERN AV,VACANT  ,N,1420566,409303,'002400010127      ,9
CONDEMNATION,590,4139,EASTERN AV                      ,HAZARD  ,CBHCODEC,  ,4139 EASTERN AV,VACANT  ,N,1420687,409207,'002400010083      ,9
KEEP THE BUILDING VACANT,590,4229,EASTERN AV                      ,FINLNOTC,CBHCODE ,  ,4229 EASTERN AV,VACANT  ,N,1421582,409427,'002400020111      ,9
CONDEMNATION,590,4231,EASTERN AV                      ,CIVIL1  ,CBHCODE ,  ,4231 EASTERN AV,VACANT  ,N,1421596,409432,'002400020112      ,9
CONDEMNATION,590,4377,EASTERN AV                      ,CIVIL1  ,CBHCODE ,  ,4377 EASTERN AV,VACANT  ,N,1422520,410423,'002400030194      ,9
