NOTATION,INSP_AREA,STREET_NO,STREET_NAME,DATA_STATUS,COMP_TYPE,STREET_DIRECTION,ADDRESS,SUB_TYPE,APPROVED,X_COORD,Y_COORD,PARCEL,Neighborhood
CONDEMNATION,910,4322,BEECH HILL AV                   ,FINLNOTC,CBHCODE ,  ,4322 BEECH HILL AV,VACANT  ,N,1391235,431428,'019600240056      ,33
KEEP THE BUILDING VACANT,910,4329,BEECH HILL AV                   ,ORDERS  ,CBHCODE ,  ,4329 BEECH HILL AV,VACANT  ,N,1391122,431526,'019600240015      ,33
KEEP THE BUILDING VACANT,930,1710,BLUE ROCK ST                    ,ORDERS  ,CBHCODE ,  ,1710 BLUE ROCK ST,VACANT  ,N,1388746,429463,'019500280239      ,33
KEEP THE BUILDING VACANT ,930,1725,BLUE ROCK ST                    ,FINLNOTC,CBHCODEC,  ,1725 BLUE ROCK ST,VACANT  ,N,1388575,429407,'019400120003      ,33
CONDEMNATION,930,3932,BORDEN PL                       ,HAZARD  ,CBHCODE ,  ,3932 BORDEN PL,VACANT  ,N,1387867,428462,'019400100176      ,33
CONDEMNATION,930,3933,BORDEN ST                       ,FINLNOTC,CBHCODE ,  ,3933 BORDEN ST,VACANT  ,N,1387738,428491,'019400090153      ,33
CONDEMNATION,940,4250,CARLIN ST                       ,HAZARD  ,CBHCODE ,  ,4250 CARLIN ST,VACANT  ,N,1386840,431865,'019500330046      ,33
CONDEMNATION,940,4264,CARLIN ST                       ,HAZARD  ,CBHCODE ,  ,4264 CARLIN ST,VACANT  ,N,1386911,432023,'019500330039      ,33
KEEP THE BUILDING VACANT,900,4134,CHAMBERS ST                     ,ORDERS  ,CBHCODE ,  ,4134 CHAMBERS ST,VACANT  ,N,1391900,429394,'022100190132      ,33
CONDEMNATION,900,4136,CHAMBERS ST                     ,CRIMPREP,CBHCODE ,  ,4136 CHAMBERS ST,VACANT  ,N,1391917,429413,'022100190133      ,33
CONDEMNATION,900,4151,CHAMBERS ST                     ,CRIMINAL,CBHCODE ,  ,4151 CHAMBERS ST,VACANT  ,N,1391783,429646,'022100190094      ,33
KEEP THE BUILDING VACANT,900,1311,CHASE AV                        ,ORDERS  ,CBHCODE ,  ,1311 CHASE AV,VACANT  ,N,1392051,430076,'022100190278      ,33
CONDEMNATION,900,1317,CHASE AV                        ,ORDERS  ,CBHCODE ,  ,1317 CHASE AV,VACANT  ,N,1392014,430059,'022100190277      ,33
CONDEMNATION,900,1504,CHASE AV                        ,HAZARD  ,CBHCODE ,  ,1504 CHASE AV,VACANT  ,N,1391101,430210,'019600230203      ,33
KEEP THE BUILDING VACANT,900,1509,CHASE AV                        ,FINLNOTC,CBHCODE ,  ,1509 CHASE AV,VACANT  ,N,1391011,430067,'019600220075      ,33
CONDEMNATION,900,1522,CHASE AV                        ,HAZARD  ,CBHCODE ,  ,1522 CHASE AV,VACANT  ,N,1390826,430229,'019600230133      ,33
CONDEMNATION,900,1523,CHASE AV                        ,CIVIL1  ,CBHCODE ,  ,1523 CHASE AV,VACANT  ,N,1390885,430087,'019600220072      ,33
CONDEMNATION,900,1526,CHASE AV                        ,ORDERS  ,CBHCODE ,  ,1526 CHASE AV,VACANT  ,N,1390796,430235,'019600230132      ,33
KEEP THE BUILDING VACANT,900,1526,CHASE AV                        ,ORDERS  ,CBHCODE ,  ,1526 CHASE AV,VACANT  ,N,1390796,430235,'019600230132      ,33
KEEP THE BUILDING VACANT,930,1767,CHASE AV                        ,ORDERS  ,CBHCODE ,  ,1767 CHASE AV,VACANT  ,N,1388078,430636,'019500280006      ,33
VACATE THE BUILDING,930,1767,CHASE AV                        ,ORDERS  ,CBHCODE ,  ,1767 CHASE AV,VACANT  ,N,1388078,430636,'019500280006      ,33
CONDEMNATION,930,1832,CHASE AV                        ,HAZARD  ,CBHCODE ,  ,1832 CHASE AV,VACANT  ,N,1387638,430911,'019500300004      ,33
CONDEMNATION,930,1832,CHASE AV                        ,ORDERS  ,CBHCODE ,  ,1832 CHASE AV,VACANT  ,N,1387638,430911,'019500300004      ,33
CONDEMNATION,930,1865,CHASE AV                        ,PREPROS ,CBHCODE ,  ,1865 CHASE AV,VACANT  ,N,1387120,430936,'019500290001      ,33
VACATE THE BUILDING,930,4200,CHERRY ST                       ,ORDERS  ,CBHCODE ,  ,4200 CHERRY ST,VACANT  ,N,1389551,430350,'019600260176      ,33
KEEP THE BUILDING VACANT,930,4200,CHERRY ST                       ,ORDERS  ,CBHCODE ,  ,4200 CHERRY ST,VACANT  ,N,1389551,430350,'019600260176      ,33
CONDEMNATION,930,4000,COLERAIN AV                     ,HAZARD  ,CBHCODE ,  ,4000 COLERAIN AV,VACANT  ,N,1388822,428665,'019400120027      ,33
KEEP THE BUILDING VACANT,930,4042,COLERAIN AV                     ,CRIMINAL,CBHCODE ,  ,4042 COLERAIN AV,VACANT  ,N,1388677,429039,'019400120018      ,33
VACATE THE BUILDING,930,4042,COLERAIN AV                     ,ORDERS  ,CBHCODE ,  ,4042 COLERAIN AV,VACANT  ,N,1388677,429039,'019400120018      ,33
CONDEMNATION,930,4042,COLERAIN AV                     ,HAZARD  ,CBHCODE ,  ,4042 COLERAIN AV,VACANT  ,N,1388677,429039,'019400120018      ,33
CONDEMNATION,930,4226,COLERAIN AV                     ,HAZARD  ,CBHCODEC,  ,4226 COLERAIN AV,VACANT  ,N,1387442,430146,'019500290147      ,33
CONDEMNATION,1020,4433,COLERAIN AV                     ,CIVIL1  ,CBHCODE ,  ,4433 COLERAIN AV,VACANT  ,N,1386485,431101,'019500310055      ,33
CONDEMNATION,1020,4439,COLERAIN AV                     ,CIVIL1  ,CBHCODE ,  ,4439 COLERAIN AV,VACANT  ,N,1386497,431176,'019500310058      ,33
CONDEMNATION,1020,4441,COLERAIN AV                     ,CIVIL1  ,CBHCODE ,  ,4441 COLERAIN AV,VACANT  ,N,1386496,431201,'019500310039      ,33
KEEP THE BUILDING VACANT,1020,4443,COLERAIN AV                     ,ORDERS  ,CBHCODE ,  ,4443 COLERAIN AV,VACANT  ,N,1386481,431224,'019500310038      ,33
CONDEMNATION,930,1637,COOPER ST                       ,FINLNOTC,CBHCODE ,  ,1637 COOPER ST,VACANT  ,N,1389594,428161,'019400110230      ,33
CONDEMNATION,940,4555,CRESAP AV                       ,FINLNOTC,CBHCODE ,  ,4555 CRESAP AV,VACANT  ,N,1387600,433752,'019900420192      ,33
CONDEMNATION,900,4215,DANE AV                         ,HAZARD  ,CBHCODE ,  ,4215 DANE AV,VACANT  ,N,1392141,430371,'022100200119      ,33
CONDEMNATION,930,4021,DELANEY ST                      ,ORDERS  ,CBHCODE ,  ,4021 DELANEY ST,VACANT  ,N,1389007,428901,'019400120052      ,33
CONDEMNATION,930,4029,DELANEY ST                      ,HAZARD  ,CBHCODE ,  ,4029 DELANEY ST,VACANT  ,N,1389013,428993,'019400120048      ,33
VACATE THE BUILDING,930,4222,DELANEY ST                      ,PREPROS ,CBHCODE ,  ,4222 DELANEY ST,VACANT  ,N,1389311,430666,'019600270139      ,33
CONDEMNATION,930,4222,DELANEY ST                      ,PREPROS ,CBHCODE ,  ,4222 DELANEY ST,VACANT  ,N,1389311,430666,'019600270139      ,33
CONDEMNATION,900,4100,FERGUS ST                       ,FINLNOTC,CBHCODE ,  ,4100 FERGUS ST,VACANT  ,N,1391170,429518,'022100190183      ,33
CONDEMNATION,900,4100,FERGUS ST                       ,FINLNOTC,CBHCODE ,  ,4100 FERGUS ST,VACANT  ,N,1391170,429518,'022100190183      ,33
CONDEMNATION,900,4222,FERGUS ST                       ,ORDERS  ,CBHCODE ,  ,4222 FERGUS ST,VACANT  ,N,1391270,430470,'022100200012      ,33
KEEP THE BUILDING VACANT,900,4222,FERGUS ST                       ,FINLNOTC,CBHCODE ,  ,4222 FERGUS ST,VACANT  ,N,1391270,430470,'022100200012      ,33
KEEP THE BUILDING VACANT,900,4229,FERGUS ST                       ,FINLNOTC,CBHCODE ,  ,4229 FERGUS ST,VACANT  ,N,1391155,430498,'019600230213      ,33
CONDEMNATION,900,4232,FERGUS ST                       ,HAZARD  ,CBHCODE ,  ,4232 FERGUS ST,VACANT  ,N,1391277,430596,'022100200017      ,33
CONDEMNATION,900,4238,FERGUS ST                       ,CRIMINAL,CBHCODE ,  ,4238 FERGUS ST,VACANT  ,N,1391285,430671,'022100200020      ,33
KEEP THE BUILDING VACANT,900,4238,FERGUS ST                       ,FINLNOTC,CBHCODE ,  ,4238 FERGUS ST,VACANT  ,N,1391285,430671,'022100200020      ,33
KEEP THE BUILDING VACANT,900,4240,FERGUS ST                       ,ORDERS  ,CBHCODE ,  ,4240 FERGUS ST,VACANT  ,N,1391290,430695,'022100200021      ,33
KEEP THE BUILDING VACANT,930,4110,FLORIDA AV                      ,FINLNOTC,CBHCODE ,  ,4110 FLORIDA AV,VACANT  ,N,1387610,430201,'019500290115      ,33
KEEP THE BUILDING VACANT ,940,1664,FREDERICK AV                    ,ORDERS  ,CBHCODEC,  ,1664 FREDERICK AV,VACANT  ,N,1388294,433368,'019900420044      ,33
KEEP THE BUILDING VACANT,910,1542,GLEN PARKER AV                  ,FINLNOTC,CBHCODE ,  ,1542 GLEN PARKER AV,VACANT  ,N,1390663,432954,'019900400046      ,33
KEEP THE BUILDING VACANT,910,1610,GLEN PARKER AV                  ,ORDERS  ,CBHCODE ,  ,1610 GLEN PARKER AV,VACANT  ,N,1389829,433028,'019900410045      ,33
KEEP THE BUILDING VACANT,940,1679,GLEN PARKER AV                  ,ORDERS  ,CBHCODE ,  ,1679 GLEN PARKER AV,VACANT  ,N,1388977,432622,'019700360101      ,33
KEEP THE BUILDING VACANT,930,4113,GORDON ST                       ,PREPROS ,CBHCODE ,  ,4113 GORDON ST,VACANT  ,N,1388026,430059,'019500280293      ,33
CONDEMNATION,900,4100,HAMILTON AV                     ,PREPROS ,CBHCODE ,  ,4100 HAMILTON AV,VACANT  ,N,1390360,429147,'022100130073      ,33
KEEP THE BUILDING VACANT,900,4100,HAMILTON AV                     ,PREPROS ,CBHCODE ,  ,4100 HAMILTON AV,VACANT  ,N,1390360,429147,'022100130073      ,33
CONDEMNATION,940,4543,HAMILTON AV                     ,HAZARD  ,CBHCODE ,  ,4543 HAMILTON AV,VACANT  ,N,1389013,433201,'019900410008      ,33
CONDEMNATION,910,4572,HAMILTON AV                     ,ORDERS  ,CBHCODE ,  ,4572 HAMILTON AV,VACANT  ,N,1389319,433472,'019900410092      ,33
CONDEMNATION,910,4572,HAMILTON AV                     ,HAZARD  ,CBHCODE ,  ,4572 HAMILTON AV,VACANT  ,N,1389319,433472,'019900410092      ,33
CONDEMNATION,910,4574,HAMILTON AV                     ,HAZARD  ,CBHCODE ,  ,4574 HAMILTON AV,VACANT  ,N,1389335,433500,'019900410096      ,33
CONDEMNATION,940,4669,HAMILTON AV                     ,HAZARD  ,CBHCODE ,  ,4669 HAMILTON AV,VACANT  ,N,1389062,434724,'020000470063      ,33
CONDEMNATION,910,4718,HAMILTON AV                     ,CIVIL1  ,CBHCODE ,  ,4718 HAMILTON AV,VACANT  ,N,1389004,435359,'020000470065      ,33
KEEP THE BUILDING VACANT,940,4721,HAMILTON AV                     ,ORDERS  ,CBHCODE ,  ,4721 HAMILTON AV,VACANT  ,N,1388849,435392,'020000490005      ,33
KEEP THE BUILDING VACANT,930,1710,HANFIELD ST                     ,CRIMINAL,CBHCODE ,  ,1710 HANFIELD ST,VACANT  ,N,1388815,430039,'019500280121      ,33
KEEP THE BUILDING VACANT,930,1726,HANFIELD ST                     ,ORDERS  ,CBHCODE ,  ,1726 HANFIELD ST,VACANT  ,N,1388590,430125,'019500280093      ,33
CONDEMNATION,930,1727,HANFIELD ST                     ,CRIMINAL,CBHCODE ,  ,1727 HANFIELD ST,VACANT  ,N,1388555,429986,'019500280280      ,33
CONDEMNATION,930,1764,HANFIELD ST                     ,FINLNOTC,CBHCODE ,  ,1764 HANFIELD ST,VACANT  ,N,1388098,430285,'019500280019      ,33
CONDEMNATION,930,1843,HANFIELD ST                     ,HAZARD  ,CBHCODE ,  ,1843 HANFIELD ST,VACANT  ,N,1387299,430393,'019500290090      ,33
KEEP THE BUILDING VACANT,1020,4309,HAYS AV                         ,ORDERS  ,CBHCODE ,  ,4309 HAYS AV,VACANT  ,N,1385914,430834,'019500310003      ,33
CONDEMNATION,1020,4311,HAYS AV                         ,CIVIL1  ,CBHCODE ,  ,4311 HAYS AV,VACANT  ,N,1385918,430859,'019500310004      ,33
CONDEMNATION,930,1637,HOFFNER ST                      ,HAZARD  ,CBHCODE ,  ,1637 HOFFNER ST,VACANT  ,N,1389696,428458,'019400110273      ,33
CONDEMNATION,930,1662,HOFFNER ST                      ,ORDERS  ,CBHCODEC,  ,1662 HOFFNER ST,VACANT  ,N,1389401,428604,'019400120198      ,33
CONDEMNATION,910,4730,HOWARD AV                       ,HAZARD  ,CBHCODE ,  ,4730 HOWARD AV,VACANT  ,N,1389279,435582,'02000A480029      ,33
KEEP THE BUILDING VACANT,940,4524,INNES AV                        ,CIVIL1  ,CBHCODE ,  ,4524 INNES AV,VACANT  ,N,1388736,432907,'019700390078      ,33
KEEP THE BUILDING VACANT,930,4102,JEROME AV                       ,ORDERS  ,CBHCODE ,  ,4102 JEROME AV,VACANT  ,N,1387098,430211,'019500290121      ,33
CONDEMNATION,930,1739,JESTER ST                       ,ORDERS  ,CBHCODE ,  ,1739 JESTER ST,VACANT  ,N,1388418,430287,'019500280058      ,33
CONDEMNATION,930,1740,JESTER ST                       ,HAZARD  ,CBHCODE ,  ,1740 JESTER ST,VACANT  ,N,1388446,430375,'019500280041      ,33
KEEP THE BUILDING VACANT,930,1754,JESTER ST                       ,CRIMINAL,CBHCODE ,  ,1754 JESTER ST,VACANT  ,N,1388264,430429,'019500280048      ,33
KEEP THE BUILDING VACANT,940,1973,KENTUCKY AV                     ,FINLNOTC,CBHCODE ,  ,1973 KENTUCKY AV,VACANT  ,N,1386697,432113,'019500330016      ,33
KEEP THE BUILDING VACANT,940,1974,KENTUCKY AV                     ,PREPROS ,CBHCODE ,  ,1974 KENTUCKY AV,VACANT  ,N,1387050,432393,'019500330164      ,33
KEEP THE BUILDING VACANT,930,4136,KIRBY AV                        ,ORDERS  ,CBHCODE ,  ,4136 KIRBY AV,VACANT  ,N,1388023,430429,'019500280013      ,33
KEEP THE BUILDING VACANT,930,4140,KIRBY AV                        ,CIVIL1  ,CBHCODE ,  ,4140 KIRBY AV,VACANT  ,N,1388052,430473,'019500280011      ,33
CONDEMNATION,930,4144,KIRBY AV                        ,FINLNOTC,CBHCODE ,  ,4144 KIRBY AV,VACANT  ,N,1388061,430537,'019500280009      ,33
CONDEMNATION,930,4144,KIRBY AV                        ,ORDERS  ,CBHCODE ,  ,4144 KIRBY AV,VACANT  ,N,1388061,430537,'019500280009      ,33
KEEP THE BUILDING VACANT,930,4146,KIRBY AV                        ,CRIMINAL,CBHCODE ,  ,4146 KIRBY AV,VACANT  ,N,1388074,430565,'019500280008      ,33
CONDEMNATION,930,4241,KIRBY AV                        ,FINLNOTC,CBHCODE ,  ,4241 KIRBY AV,VACANT  ,N,1388136,431228,'019500300024      ,33
KEEP THE BUILDING VACANT,940,4520,KIRBY AV                        ,CIVIL1  ,CBHCODE ,  ,4520 KIRBY AV,VACANT  ,N,1388270,432988,'019700390045      ,33
KEEP THE BUILDING VACANT,940,4532,KIRBY AV                        ,ORDERS  ,CBHCODE ,  ,4532 KIRBY AV,VACANT  ,N,1388253,433152,'019700390001      ,33
KEEP THE BUILDING VACANT,1020,4715,KIRBY AV                        ,CIVIL2  ,CBHCODE ,  ,4715 KIRBY AV,VACANT  ,N,1386926,435156,'019800450126      ,33
CONDEMNATION,900,1311,KNOWLTON ST                     ,HAZARD  ,CBHCODE ,  ,1311 KNOWLTON ST,VACANT  ,N,1392080,429422,'022100190153      ,33
CONDEMNATION,900,1316,KNOWLTON ST                     ,HAZARD  ,CBHCODE ,  ,1316 KNOWLTON ST,VACANT  ,N,1391996,429551,'022100190166      ,33
KEEP THE BUILDING VACANT,900,1319,KNOWLTON ST                     ,ORDERS  ,CBHCODE ,  ,1319 KNOWLTON ST,VACANT  ,N,1391976,429421,'022100190157      ,33
CONDEMNATION,900,1319,KNOWLTON ST                     ,ORDERS  ,CBHCODE ,  ,1319 KNOWLTON ST,VACANT  ,N,1391976,429421,'022100190157      ,33
CONDEMNATION,900,1420,KNOWLTON ST                     ,HAZARD  ,CBHCODE ,  ,1420 KNOWLTON ST,VACANT  ,N,1391548,429527,'022100190082      ,33
KEEP THE BUILDING VACANT,900,1526,KNOWLTON ST                     ,ORDERS  ,CBHCODE ,  ,1526 KNOWLTON ST,VACANT  ,N,1390758,429587,'019600220121      ,33
CONDEMNATION,900,4268,LANGLAND ST                     ,FINLNOTC,CBHCODE ,  ,4268 LANGLAND ST,VACANT  ,N,1390813,431053,'019600230241      ,33
CONDEMNATION,940,4215,LEEPER ST                       ,ORDERS  ,CBHCODE ,  ,4215 LEEPER ST,VACANT  ,N,1386405,431817,'019500320055      ,33
KEEP THE BUILDING VACANT,940,4232,LEEPER ST                       ,CIVIL1  ,CBHCODE ,  ,4232 LEEPER ST,VACANT  ,N,1386577,431955,'019500320031      ,33
KEEP THE BUILDING VACANT,900,4130,MAD ANTHONY ST                  ,FINLNOTC,CBHCODE ,  ,4130 MAD ANTHONY ST,VACANT  ,N,1391498,429382,'022100190054      ,33
KEEP THE BUILDING VACANT,900,4161,MAD ANTHONY ST                  ,FINLNOTC,CBHCODE ,  ,4161 MAD ANTHONY ST,VACANT  ,N,1391333,429765,'022100190214      ,33
CONDEMNATION,900,4209,MAD ANTHONY ST                  ,FINLNOTC,CBHCODE ,  ,4209 MAD ANTHONY ST,VACANT  ,N,1391353,430274,'022100200039      ,33
CONDEMNATION,900,4215,MAD ANTHONY ST                  ,CRIMPREP,CBHCODE ,  ,4215 MAD ANTHONY ST,VACANT  ,N,1391352,430348,'022100200036      ,33
VACATE THE BUILDING,900,4215,MAD ANTHONY ST                  ,ORDERS  ,CBHCODE ,  ,4215 MAD ANTHONY ST,VACANT  ,N,1391352,430348,'022100200036      ,33
KEEP THE BUILDING VACANT,900,4217,MAD ANTHONY ST                  ,ORDERS  ,CBHCODE ,  ,4217 MAD ANTHONY ST,VACANT  ,N,1391358,430372,'022100200035      ,33
KEEP THE BUILDING VACANT,900,4220,MAD ANTHONY ST                  ,CIVIL2  ,CBHCODE ,  ,4220 MAD ANTHONY ST,VACANT  ,N,1391491,430427,'022100200053      ,33
CONDEMNATION,900,4221,MAD ANTHONY ST                  ,HAZARD  ,CBHCODE ,  ,4221 MAD ANTHONY ST,VACANT  ,N,1391355,430424,'022100200033      ,33
KEEP THE BUILDING VACANT,900,4228,MAD ANTHONY ST                  ,ORDERS  ,CBHCODE ,  ,4228 MAD ANTHONY ST,VACANT  ,N,1391485,430507,'022100200057      ,33
KEEP THE BUILDING VACANT,900,4231,MAD ANTHONY ST                  ,PREPROS ,CBHCODE ,  ,4231 MAD ANTHONY ST,VACANT  ,N,1391358,430551,'022100200015      ,33
KEEP THE BUILDING VACANT,900,4235,MAD ANTHONY ST                  ,FINLNOTC,CBHCODE ,  ,4235 MAD ANTHONY ST,VACANT  ,N,1391350,430597,'022100200029      ,33
KEEP THE BUILDING VACANT,900,4241,MAD ANTHONY ST                  ,CIVIL1  ,CBHCODE ,  ,4241 MAD ANTHONY ST,VACANT  ,N,1391346,430673,'022100200026      ,33
CONDEMNATION,900,4247,MAD ANTHONY ST                  ,HAZARD  ,CBHCODE ,  ,4247 MAD ANTHONY ST,VACANT  ,N,1391340,430741,'022100200024      ,33
KEEP THE BUILDING VACANT,930,4166,PITTS AV                        ,ORDERS  ,CBHCODE ,  ,4166 PITTS AV,VACANT  ,N,1388635,430328,'019500280084      ,33
KEEP THE BUILDING VACANT,930,1750,POWERS PL                       ,ORDERS  ,CBHCODE ,  ,1750 POWERS PL,VACANT  ,N,1388254,428090,'019400100101      ,33
CONDEMNATION,930,1760,POWERS PL                       ,ORDERS  ,CBHCODE ,  ,1760 POWERS PL,VACANT  ,N,1388128,428086,'019400100096      ,33
KEEP THE BUILDING VACANT,930,1760,POWERS PL                       ,ORDERS  ,CBHCODE ,  ,1760 POWERS PL,VACANT  ,N,1388121,428091,'019400100096      ,33
VACATE THE BUILDING,930,1760,POWERS PL                       ,INTAKE  ,CBHCODE ,  ,1760 POWERS PL,VACANT  ,N,1388121,428091,'019400100096      ,33
KEEP THE BUILDING VACANT,900,1433,PULLAN AV                       ,PREPROS ,CBHCODE ,  ,1433 PULLAN AV,VACANT  ,N,1391401,431059,'022100200134      ,33
KEEP THE BUILDING VACANT,910,1436,PULLAN AV                       ,ORDERS  ,CBHCODE ,  ,1436 PULLAN AV,VACANT  ,N,1391350,431219,'022100200178      ,33
CONDEMNATION,900,1561,PULLAN AV                       ,PREPROS ,CBHCODE ,  ,1561 PULLAN AV,VACANT  ,N,1390302,430989,'019600230046      ,33
VACATE THE BUILDING,900,1561,PULLAN AV                       ,PREPROS ,CBHCODE ,  ,1561 PULLAN AV,VACANT  ,N,1390302,430989,'019600230046      ,33
KEEP THE BUILDING VACANT,900,1569,PULLAN AV                       ,CIVIL1  ,CBHCODE ,  ,1569 PULLAN AV,VACANT  ,N,1390203,430980,'019600230043      ,33
CONDEMNATION,930,1715,TOWNSEND PL                     ,ORDERS  ,CBHCODE ,  ,1715 TOWNSEND PL,VACANT  ,N,1388741,427668,'019400100147      ,33
KEEP THE BUILDING VACANT,930,4165,TURRILL ST                      ,CIVIL1  ,CBHCODE ,  ,4165 TURRILL ST,VACANT  ,N,1389672,430059,'019600250007      ,33
KEEP THE BUILDING VACANT,940,4259,VIRGINIA AV                     ,ORDERS  ,CBHCODE ,  ,4259 VIRGINIA AV,VACANT  ,N,1387483,431668,'019500330128      ,33
KEEP THE BUILDING VACANT,930,4274,VIRGINIA AV                     ,ORDERS  ,CBHCODE ,  ,4274 VIRGINIA AV,VACANT  ,N,1387678,431800,'019500300094      ,33
CONDEMNATION,940,4313,VIRGINIA AV                     ,ORDERS  ,CBHCODE ,  ,4313 VIRGINIA AV,VACANT  ,N,1387652,432016,'019500330172      ,33
KEEP THE BUILDING VACANT,940,4315,VIRGINIA AV                     ,ORDERS  ,CBHCODE ,  ,4315 VIRGINIA AV,VACANT  ,N,1387667,432047,'019500330170      ,33
CONDEMNATION,1020,1522,WEST FORK RD                    ,FINLNOTC,CBHCODE ,  ,1522 WEST FORK RD,VACANT  ,N,1386452,430712,'019500310170      ,33
CONDEMNATION,1020,1528,WEST FORK RD                    ,ORDERS  ,CBHCODE ,  ,1528 WEST FORK RD,VACANT  ,N,1386410,430704,'019500310167      ,33
CONDEMNATION,1030,1915,WEST FORK RD                    ,ORDERS  ,CBHCODE ,  ,1915 WEST FORK RD,VACANT  ,N,1382756,429080,'022600050145      ,33
KEEP THE BUILDING VACANT,900,4204,WILLIAMSON PL                   ,ORDERS  ,CBHCODE ,  ,4204 WILLIAMSON PL,VACANT  ,N,1390967,430226,'019600230198      ,33
KEEP THE BUILDING VACANT,900,4210,WILLIAMSON PL                   ,ORDERS  ,CBHCODE ,  ,4210 WILLIAMSON PL,VACANT  ,N,1390998,430301,'019600230197      ,33
KEEP THE BUILDING VACANT,900,4212,WILLIAMSON PL                   ,PREPROS ,CBHCODE ,  ,4212 WILLIAMSON PL,VACANT  ,N,1390999,430323,'019600230196      ,33
KEEP THE BUILDING VACANT,900,4241,WILLIAMSON PL                   ,ORDERS  ,CBHCODE ,  ,4241 WILLIAMSON PL,VACANT  ,N,1390920,430627,'019600230150      ,33
CONDEMNATION,900,4247,WILLIAMSON PL                   ,HAZARD  ,CBHCODE ,  ,4247 WILLIAMSON PL,VACANT  ,N,1390911,430705,'019600230153      ,33
CONDEMNATION,900,4269,WILLIAMSON PL                   ,HAZARD  ,CBHCODE ,  ,4269 WILLIAMSON PL,VACANT  ,N,1390936,430978,'019600230164      ,33
CONDEMNATION,930,4134,WITLER ST                       ,FINLNOTC,CBHCODE ,  ,4134 WITLER ST,VACANT  ,N,1388727,429874,'019500280223      ,33
CONDEMNATION,640,4200,33RD AV                         ,PREPROS ,CBHCODE ,  ,4200 33RD AV,VACANT  ,N,1420118,426039,'004900040183      ,34
KEEP THE BUILDING VACANT,650,3259,BERWYN PL                       ,ORDERS  ,CBHCODE ,  ,3259 BERWYN PL,VACANT  ,N,1423071,425297,'005000050106      ,34
KEEP THE BUILDING VACANT,650,3906,KILBOURNE AV                    ,DIVERSN ,CBHCODE ,  ,3906 KILBOURNE AV,VACANT  ,N,1422969,424330,'003900020446      ,34
KEEP THE BUILDING VACANT,120,26,13TH ST                         ,ORDERS  ,CBHCODE ,E ,26 E 13TH ST,VACANT  ,N,1397028,410585,'008000020179      ,35
KEEP THE BUILDING VACANT,120,35,13TH ST                         ,FINLNOTC,CBHCODE ,E ,35 E 13TH ST,VACANT  ,N,1397130,410481,'008000020085      ,35
KEEP THE BUILDING VACANT,110,20,13TH ST                         ,ORDERS  ,CBHCODE ,W ,20 W 13TH ST,VACANT  ,N,1396478,410465,'008100040175      ,35
KEEP THE BUILDING VACANT,110,28,13TH ST                         ,ORDERS  ,CBHCODE ,W ,28 W 13TH ST,VACANT  ,N,1396391,410458,'008100040171      ,35
KEEP THE BUILDING VACANT,120,110,14TH ST                         ,ORDERS  ,CBHCODE ,E ,110 E 14TH ST,VACANT  ,N,1397257,411155,'008000010144      ,35
KEEP THE BUILDING VACANT,110,118,14TH ST                         ,ORDERS  ,CBHCODE ,W ,118 W 14TH ST,VACANT  ,N,1395954,410805,'008100020040      ,35
KEEP THE BUILDING VACANT,110,224,14TH ST                         ,CIVIL2  ,CBHCODE ,W ,224 W 14TH ST,VACANT  ,N,1395461,410738,'008100020237      ,35
KEEP THE BUILDING VACANT,120,10,15TH ST                         ,ORDERS  ,CBHCODE ,E ,10 E 15TH ST,VACANT  ,N,1396728,411454,'008000010033      ,35
KEEP THE BUILDING VACANT,120,12,15TH ST                         ,ORDERS  ,CBHCODE ,E ,12 E 15TH ST,VACANT  ,N,1396742,411465,'008000010034      ,35
KEEP THE BUILDING VACANT,120,14,15TH ST                         ,ORDERS  ,CBHCODE ,E ,14 E 15TH ST,VACANT  ,N,1396766,411469,'008000010035      ,35
KEEP THE BUILDING VACANT,120,17,15TH ST                         ,CIVIL1  ,CBHCODE ,E ,17 E 15TH ST,VACANT  ,N,1396822,411366,'008000010069      ,35
KEEP THE BUILDING VACANT,120,20,15TH ST                         ,FINLNOTC,CBHCODE ,E ,20 E 15TH ST,VACANT  ,N,1396857,411493,'008000010045      ,35
KEEP THE BUILDING VACANT,120,25,15TH ST                         ,ORDERS  ,CBHCODE ,E ,25 E 15TH ST,VACANT  ,N,1396904,411379,'008000010073      ,35
KEEP THE BUILDING VACANT,110,118,15TH ST                         ,ORDERS  ,CBHCODE ,W ,118 W 15TH ST,VACANT  ,N,1395896,411233,'008100020316      ,35
KEEP THE BUILDING VACANT,110,122,15TH ST                         ,ORDERS  ,CBHCODE ,W ,122 W 15TH ST,VACANT  ,N,1395857,411223,'008100020314      ,35
KEEP THE BUILDING VACANT,110,131,15TH ST                         ,ORDERS  ,CBHCODE ,W ,131 W 15TH ST,VACANT  ,N,1395790,411107,'008100020360      ,35
KEEP THE BUILDING VACANT ,180,1810,CAMPBELL ST                     ,ORDERS  ,CBHCODEC,  ,1810 CAMPBELL ST,VACANT  ,N,1395293,412719,'013300030127      ,35
KEEP THE BUILDING VACANT ,180,1632,CENTRAL PKWY                    ,ORDERS  ,CBHCODEC,  ,1632 CENTRAL PKWY,VACANT  ,N,1395096,412318,'013300030010      ,35
